"preparations","reps"
"SMALL COLUMN OF 26+\- VERTEBRAE, A+B",1
"SMALL COMPLETE, PART OF CAUDAL MISSING, NC",1
"SMALL CONTORTED INDIVIDUAL",1
"SMALL COPROLITES WITH BONES INCLUDED",1
"SMALL DERMAL PLATE",1
"SMALL & DISTORTED GANOID",1
"Small Egg or seed",1
"SMALL EXAMPLE EXCELLENTLY PRESERVED",1
"SMALL EXAMPLE, FRAMED",1
"SMALL, EXAMPLE OF JUVENILE SPECIMEN, A+B",1
"SMALL FISH IN 4 SLABS",1
"SMALL FISH SUPERIMPOSED UPON PART OF ANOTHER",1
"small fragment of tusk",1
"small Galtonia form tooth. Top of root small",1
"small, Galtonia-form tooth. Top of root, small denticles",1
"small hollow bone fragment",1
"SMALL, IMPERFECT SPECIMEN",1
"small incisors",1
"SMALL ISOLATED TOOTH",1
"SMALL JAW FRAGS OF OREODONTS, OTHER BONES",1
"SMALL JAW WITH CHEEK T/#, ONE OF THEM WELL-PRESERVED, THE OTHER TWO ARE FRAGMENTARY",1
"SMALL JUVENILE EXAMPLE, A+B",1
"SMALL; MANY FRAGS; MIXTURE OF VARIOUS SPECIES",1
"SMALL METACARPAL",1
"SMALL METAPODIAL",1
"(small) misc tooth frags",1
"SMALL OSSIFIED FISH VERTEBRAE",1
"SMALL PARTIAL HEAD WITH DENTAL BATTERIES, A+B",1
"SMALL PARTIAL JAW, TEETH",1
"SMALL, PARTIAL SKULL TABLE, WITH COUNTERPART FRAG",1
"SMALL PART OF SKULL WITH 1ST 6 VERTEBRAE",1
"small phalanx, miscellaneous bone fragments",1
"SMALL PLATES,RIBS,MANDIBLE",1
"SMALL POSTERIOR PLATES IN VIAL",1
"SMALL R JAW",1
"SMALL ROCK SLAB CONTAINING SMALL FOSSIL FISH",1
"SMALL R PREARTICULAR WITH TOOTHPLATE, IN COUNTERPART",1
"SMALL SCALES; A+B",1
"SMALL SCAPULA, JAW, MAX FRAGS",1
"small, serrationless tooth. Thin enamal. Germ tooth",1
"SMALL SHELL",1
"SMALL SHELL FRAG",1
"small shoulder girdle",1
"SMALL SIZE, PART OF SPINE & IMPRESSION",1
"small skull",1
"SMALL SKULL & ATTACHED JAWS IN LATERAL PERSPECTIVE ; A+B",1
"SMALL SKULL FRAGS: 2 MAX, L M1/-M2/-M3/; JAW, L M/2-M/3; JAW, R P/4-M/1-M/2-M/3",1
"SMALL SKULL FRAG WITH 7 T#/",1
"SMALL SKULL (IN COUNTERPART) + DETACHED MANDIBLES",1
"SMALL SKULL IN PALATAL VIEW",1
"SMALL SKULL LACKING HORNS, IN COUNTERPART",1
"small snail shell",1
"SMALL SPECIMEN",1
"SMALL SPECIMEN, COMPLETE, A+B",1
"SMALL SPECIMEN, INCOMPLETE",1
"SMALL SPECIMEN, NEARLY COMPLETE",1
"SMALL SPECIMEN, QUITE COMPLETE",1
"SMALL SPINE",1
"SMALL SPINE, CLEAR IMPRESSION",1
"SMALL, STREWN PARTIAL SKELETON",1
"SMALL TAIL, A+B",1
"SMALL TALONID",1
"SMALL TIBIA & PARTIAL FIBULA",1
"small tipless tooth",1
"SMALL TOOTH",1
"SMALL TOOTH FRAGS",1
"SMALL TOOTH IN MATRIX",1
"small tooth with root",1
"small toothy looking bits",1
"SMALL TURTLE FRAGS",1
"SMALL TURTLE SOMEWHAT CRUSHED",1
"small vertebra",1
"SMALL VERTEBRAE ETC",1
"SMALL VIAL CONTAINING ABOUT 100 BADLY BROKEN JAWS, MAX, & A FEW LLIMB BONES OF VARIUS SORICIDS",1
"SMASHED BODY, NC",1
"SMASHED HEAD & FINS, A+B",1
"SMASHED HEAD PIECES, A+B",1
"SMASHED HEAD & TAIL, A+B",1
"SMASHED SKULL, A+B",1
"SMASHED SKULL, NC",1
"SMASHED SKULL WITH L & R P2/-M3/",1
"SNAILS",1
"snail shell",1
"snail shell, fish scale",1
"snake jaws",1
"SNAKE VERTEBRA",1
"SNAKE VERTEBRAE",1
"snout and 2 skull fragments",1
"snout and ?assoc bones",1
"SNOUT,ANT MANDIBLE FRAG",1
"snout in concretion",1
"SNOUT; MAX WITH M1/-M2/-M3/-M4/; ASSOCIATED",1
"SNOUT OF SKULL, A+B",1
"snout partial",1
"SNOUT WITH C#/, P1/-P4/; JAW, I/#-P/3",1
"snout with incisor fragments",1
"socket",1
"soft fin ray fragments",1
"soft fin scale",1
"soft fin scales",1
"Specimen Collection - 25",1
"Specimen Collection - 6",1
"SPECIMEN COMPLETE, BADLY CRUSHED",1
"SPECIMEN FAIRLY COMPLETE ON SLAB OF BLACK SHALE",1
"SPECIMEN IN 2 HALVES OF MATRIX ROCK.",1
"SPECIMEN IN 3 PIECES",1
"SPECIMEN IN GOOD CONDITION, NEARLY COMPLETE",1
"SPECIMEN MINUS HEAD, GOOD",1
"SPECIMEN QUITE COMPLETE",1
"SPECIMEN RATHER BADLY PRESERVED ON SLAB OF SHALE",1
"SPECIMENT COMPLETE MINUS PAIRED FINS",1
"SPECIMEN VERY NEARLY COMPLETE",1
"SPECIMEN WITH BOTH HEAD & TAIL, LARGE, POOR",1
"SPECIMEN WITH EXCELLENT HEAD, A+B",1
"spenial",1
"SPHENETHMOID, PARTIAL",1
"SPHENETHMOID, SACRUM, L SCAPULA",1
"sphenial",1
"sphenoethnoid",1
"spicules",1
"Spider Legs?",1
"spikelet",1
"SPINAL",1
"SPINAL ?",1
"SPINAL FRAG",1
"SPINAL PLATE",1
"SPINAL PLATE,ANTERIOR VENTROLATERAL PLATE",1
"SPINAL PLATE FRAG ?",1
"SPINAL PLATE ?T",1
"SPINE AND ROSTRAL FRAG",1
"spine and teeth fragments",1
"SPINE BASE; NC",1
"spine+bones",1
"SPINE,DENTARY FRAG",1
"spine denticles",1
"SPINE+DERMAL FRAGS",1
"spine frag. (2) w/ smooth ribs, 1 crenulated rib",1
"SPINE FRAGMENT",1
"spine fragments?",1
"SPINE FRAGMENTS",1
"spine fragments (associated)",1
"spine fragment, toe bones (10)",1
"spine fragment, vertebrae (19)",1
"spine fragment (weathered)",1
"spine fragment with tubercles",1
"SPINE FRAG,SCUTE FRAG,SKULL FRAG",1
"SPINE FRAG, VERY LARGE",1
"spine, misc., teeth",1
"SPINE OF ANTERIOR CAUDAL MARKED 662 ON ONE SIDE & 1256 ON OTHER; ?ALSO 2 POSTERIOR DORSAL ARCHES",1
"SPINE OF LARGE INDIVIDUAL",1
"spine & opercule",1
"SPINE,OSTEODERM FRAGS",1
"Spine (partial)",1
"SPINE, PARTIAL",1
"SPINE & PATCH OF SKIN (2 BOXES)",1
"Spine (pectoral)",1
"SPINE, PLUS A PART OF A 2ND SPINE",1
"spine & rib scraps (3)",1
"Spines",1
"SPINES AND SCALES DISARTICULATED, NC",1
"spines and skeleton",1
"SPINES,BONE FRAGS",1
"spine & scale",1
"SPINE,SCALE",1
"SPINE SCRAP. THERE IS A SYSTEMATIC CARD FOR THIS NUMBER UNDER ORTHACANTHUS COMPRESSUS, LOC 6, ADAMS TWP, MONROE CO, OHIO; SAME COLLECTOR.",1
"spines, denticles",1
"Spines (dorsal)",1
"spine, sectioned in axial view",1
"spine, sectioned in sagittal view",1
"SPINES & FAIR IMPRESSION OF THE REST OF THE SKELETON",1
"SPINES,FIN RAYS",1
"SPINES+FIN RAYS",1
"SPINES+GIRDLE BONES",1
"spines & girdle elements",1
"spine, small fragment",1
"SPINES, NC",1
"spines & plates",1
"SPINES,RIB,SKULL FRAGS",1
"SPINES, SCAPULOCORACOID",1
"SPINES,SKULL FRAGS",1
"spines, vertebra",1
"SPINES,VERTEBRAE",1
"SPINES,VERTEBRA,SKULL BONES",1
"SPINE TIP",1
"SPINE,VERTEBRAE",1
"SPINE WITH BODY SECTION, A+B",1
"spiral axis",1
"spiral coprolite",1
"SPIRAL COPROLITE, IN PARTIAL COUNTERPART",1
"spiral coprolites",1
"spiral valve (70% ethanol); whole animal (70% ethanol)",1
"splanchnocranium",1
"splanchnocranium w l I1, dP3-4, M1-2; r I1, dP4, M1-2",1
"splanchnocranium w l I2-3, l+r P1-4, M1-3",1
"splanchnocranium w l+r P2-4, M1-3",1
"splanchnocranium w partial incisors, l+r erupting P3-4; r M1-3",1
"splenial",1
"SPLENIAL,DENTARIES",1
"SPLENIALS",1
"SPLINT",1
"splintered and broken teeth",1
"splint metapodial",1
"split tooth in small concretion",1
"sponge",1
"sponge borings in shell fragments",1
"spongy centra",1
"Spore",1
"Spore - 1",1
"spread wing (dry); feathers (dry); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); other (95% ethanol); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen)",1
"spread wing (dry); other (95% ethanol); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); other (95% ethanol); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); partial skeleton (dry); flat skin (dry)",1
"spread wing (dry); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); stomach content (95% ethanol); stomach content (95% ethanol); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (95% ethanol) sample",1
"spread wing (dry); stomach content (95% ethanol); tissue (frozen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); stomach content (95% ethanol); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); stomach content (95% ethanol); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen); tissue (frozen); partial skeleton (dry); tissue (frozen); partial skin (dry); tissue (frozen)",1
"spread wing (dry); tissue (frozen); tissue (frozen); partial skeleton (dry); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen); tissue (frozen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen)",1
"spread wing (dry); tissue (frozen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: -80°C) sample",1
"spread wing (dry); tissue (frozen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen) sample; tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); partial skin (dry); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (95% ethanol) sample; tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: -80°C); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen); tissue (frozen: vapor phase nitrogen); tissue (95% ethanol) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample; tissue (95% ethanol) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: -80°C) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (RNAlater: vapor phase nitrogen); tissue (RNAlater: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen) sample; tissue (95% ethanol) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample",1
"spread wing (dry); tissue (RNAlater: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"Sprouted spores + insect leg",1
"?squamosai",1
"squamosal?",1
"Squamosal",1
"squamosal and maxilla",1
"squamosal and osteoderms",1
"squamosal & auditory bulla",1
"squamosal & auditory bulla {R}",1
"squamosal/ear bone with mallei",1
"SQUAMOSAL,EAR OSSICLE",1
"squamosal(?) frag",1
"SQUAMOSAL FRAG ?",1
"squamosal fragment",1
"SQUAMOSAL FRAG,TEETH",1
"SQUAMOSAL FRAG W GLENOID",1
"squamosal horn frag.",1
"squamosal, juvenile",1
"Squamosal, left, fragment",1
"SQUAMOSAL, NC",1
"squamosal+osteoderms+vertebrae, assoc",1
"SQUAMOSALS",1
"squashed caudal centrum",1
"SQUASHED FISH, A+B; PTYONIUS TAIL, ETC ON SLAB",1
"\stacked\ osteoscutes",1
"Stamens and anthers",1
"staminate fructification",1
"STAPES | Cast",1
"starfish",1
"steinkern fragments",1
"stem and leaf",1
"stem apex",1
"Stem cast",1
"stem fragments & girdling spines",1
"stem/root",1
"stems & girdling spine",1
"stems in matrix",1
"STEM W/ATTACHED LEAVES. PART & COUNTERPART",1
"STEM W/LEAF WHORLS",1
"stem w/leaves",1
"STERNAL",1
"STERNAL 6",1
"STERNAL BONE & 3 CAUDALS",1
"STERNAL BONE, FOOT & LIMB BONES, RIBS",1
"STERNAL BONE & RIBS",1
"sternal elements",1
"STERNAL ELEMENTS",1
"STERNAL END CORACOID",1
"Sternal frag",1
"STERNAL FRAG",1
"sternal fragments",1
"sternal plate?",1
"STERNAL RIB ?",1
"Sternal rib, fragment",1
"sternal rib fragments, (unassociated)",1
"sternal rostrum",1
"?sternal segment",1
"sternal segment",1
"STERNAL SEGMENT,METATARSAL 3",1
"sternebrae",1
"STERNEBRA FRAGS ?",1
"STERNEBRA,HYOID",1
"Sternum and bone frags",1
"STERNUM,FEMUR",1
"?sternum frag",1
"sternum frag?",1
"sternum frag.",1
"Sternum Frag",1
"STERNUM FRAG ?",1
"Sternum fragment",1
"STERNUM FRAGS",1
"STERNUM FRAGS ?",1
"STERNUM FRAG,VERTEBRA",1
"STERNUM,HUMERUS,RIB",1
"STERNUM NEARLY COMPLETE",1
"STERNUM,PHALANX,HUMERUS,ULNA",1
"STERNUM,RADIUS",1
"STERNUM,SACRUM,TIBIOTARSUS,TARSOMETATARSUS,FEMORA,RADIUS,HUMERUSRPUS,ULNA,JUGAL ERTEBRA 5 4-M1 US,CALCANE",1
"STERNUM,ULNA,TARSOMETATARSUS",1
"stipular sheath",1
"stipule",1
"stipules",1
"STOCK,C.",1
"stomach content (70% ethanol); skeleton (dry)",1
"stomach content (70% ethanol); whole animal (cleared and stained)",1
"stomach content (70% ethanol); whole animal (formalin)",1
"stomach content (95% ethanol); skeleton (dry)",1
"stomach content (ethanol)",1
"stomach content (formalin/70% ethanol); whole animal (formalin/70% ethanol)",1
"STOMACH CONTENTS OF FISH",1
"stone",1
"STRANGE BONE",1
"streamworn vertebra",1
"STREWN LUMBAR & CAUDAL VERTEBRAE; DORSAL & VENTRAL SCALES; A+B",1
"STREWN PARTIAL SKELETON: SOME VERTEBRAE; RIBS; PELVIS & HIND LIMB; DORSAL & VENTRAL SCALES",1
"STREWN PARTIAL SKULL & SKELETON, IN COUNTERPART",1
"STREWN SKULL BONES, A+B",1
"STRING OF 26 + 5 CAUDAL VERTEBRAE",1
"STRING OF 6 THORACIC VERTEBRAE",1
"STRING OF 9 CAUDAL VERTEBRAE",1
"STRING OF ARTICULATED VERTEBRAE",1
"STRING OF ARTICULATED VERTEBRAE, A+B",1
"STRING OF CAUDAL VERTEBRAE",1
"STRING OF VERTEBRAE, A+B",1
"STRING OF VERTEBRAE AND LIMB ELEMENTS",1
"STRING OF VERTEBRAE ASSOCIATED WITH AESTIVATION BURROWS",1
"STRING OF VERTEBRAE & PART OF SKULL",1
"STRING OF VERTEBRAE WITH RIBS",1
"STRINGS OF 5 & 10 CAUDAL VERTEBRAE, LARGE, IN COUNTERPART",1
"STRINGS OF 5 & 3 VERTEBRAE WITH RIBS, VERY LARGE, IN COUNTERPART",1
"STRIP OF SKULL ROOF FROM R NASAL TO R TABULAR, A+B",1
"Strobilus. Part and counterpart.",1
"Strobus",1
"Stromatlite",1
"Strophomenata",1
"subadult posterior peripherals (7), pygal",1
"Subdenticulated tooth crown",1
"SUBMANDIBULAR; A+B",1
"SUBMANDIBULAR, NC",1
"SUBMARGINAL FRAG",1
"subopeculum",1
"suboperculae",1
"SUBOPERCULAR ?",1
"SUBOPERCULAR FRAG",1
"SUBORBITAL FRAG ?",1
"SUBORBITAL PLATE FRAG",1
"sukll fragments",1
"SUPERIOR PART OF CRANIUM | Cast",1
"supernumerary P1 in maxilla fragment",1
"supernumerary premolar?",1
"superpygial",1
"supopercule",1
"supracleithrum",1
"SUPRACLEITHRUM,DENTARY FRAG,PARIETAL FRAGS,VERTEBRAE",1
"SUPRACLEITHRUM,DERMOPTEROTIC,OPERCULAR FRAG",1
"supraethmoid",1
"SUPRAOCCIPITAL,BASISPHENOID",1
"SUPRAOCCIPITAL; DISTAL TIBIA",1
"supraoccipital frag",1
"supraoccipital/prootic frag",1
"SUPRAOCCIPITAL+R PARIETAL",1
"SUPRAOCCIPITAL THIN SECTION",1
"?supraopercular",1
"SUPRAORBITAL",1
"SUPRAORBITAL 1",1
"SUPRAORBITAL 2",1
"SUPRAORBITAL PROCESS,BULLA",1
"SUPRAORBITAL PROCESS OF FRONTAL",1
"SUPRAORBITAL RIDGE",1
"SUPRAPYGAL",1
"suprapygal 1-2",1
"SUPRAPYGAL 2",1
"SUPRAPYGAL 2+3",1
"suprapygal 2 frag",1
"SUPRAPYGAL 2 FRAG",1
"SUPRAPYGAL 2 FRAGS",1
"suprapygal+bone frag",1
"SUPRAPYGAL FRAG",1
"SUPRAPYGAL FRAGS",1
"SUPRAPYGAL+PYGAL+PERIPHERALS",1
"suprapygals",1
"suprapygzl",1
"SUPRASCAPULAR ?",1
"surangular and maxilla",1
"surangular, angular",1
"surangular+osteoderm frags",1
"surangular process",1
"SURANGULARS",1
"SURANGULAR,TEETH",1
"SURFACE FRAG JAW, ETC",1
"SURFACE FRAGMENTS OF LIMB BONES & HIND FEET FOUND MIXED WITH CM 3374",1
"SURFACE FRAGS FOUND WITH 3 SKELETONS ON THE SLAB OF SANDSTONE & A PRACTICALLY COMPLETE INDIVIDUAL FROM THE 5TH DORSAL BACKWARDS; PROXIMAL L HUMERUS, DISTAL R HUMERUS, SMALL PORTION OF BOTH ULNAE WERE ALSO FOUND IN POSITION; NEARLY ALL RIBS ARE REPRESENTE",1
"SURFACE FRAGS OF LIMB & FOOT FOR RESTORATION PURPOSES",1
"SURFACE FRAGS OF VERTEBRAE ETC",1
"swollen element",1
"symphyseal region of dentaries",1
"SYMPHYSEAL TOOTH",1
"symphyseal tooth fragment",1
"SYMPHYSIAL CART; NC",1
"SYMPHYSIAL TEETH",1
"SYMPHYSIAL TOOTH",1
"symphysis, edent+fused",1
"SYMPHYSIS FRAG",1
"symphysis frag, edentulous",1
"symphysis frags, angular, posterior skull",1
"symphysis, fused",1
"SYMPHYSIS,HUMERUS,TIBIA,RADIUS,METATARSAL,ASTRAGALUS",1
"SYMPHYSIS,I,DENTARY W P1-M3,MAXILLA W P1-M3,SKULL",1
"SYMPHYSIS+L DENTARY W P1-M3",1
"SYMPHYSIS OF JAW",1
"SYMPHYSIS & R JAW RAMUS WITH T/#",1
"symphysis w/canine roots",1
"SYMPHYSIS WITH INCISOR",1
"symphysis w l c-p1",1
"symphysis w r tusk",1
"SYMPYSEAL TOOTH",1
"SYNSACRAL NEURAL CANAL",1
"SYNSACRAL VERTEBRAE",1
"Synsacrum frag and Furcula",1
"SYNSACRUM FRAG (FUSED SACRAL VERTEBRAE ONLY)",1
"SYNSACRUM FRAG including acetabulum",1
"synsacrum fragment",1
"Synsacrum fragment",1
"Synsacrum, fragment",1
"SYNSACRUM FRAGS",1
"SYNSACRUM,R FEMUR",1
"/T",1
"T/#?",1
"T#/ ?",1
"T8ORACIC VERTEBRA",1
"TABULAR BONE",1
"TABULAR BONE OF SKULL",1
"TABULAR HORN",1
"'TABULAR PLATES'",1
"TAIL+; A+B",1
"TAIL & CHEEK PIECES, A+B",1
"tail (dry)",1
"TAIL FIN",1
"TAIL FIN + PALAEONISCOID GASTRIC RESIDUE",1
"TAIL FIN SPINES ?",1
"TAIL, FOOT, LIMB BONES",1
"TAILLESS; A+B",1
"TAILLESS SKELETON IN REGURGITATED-PREY BOLUS",1
"TAIL & MACERATED PARTIAL SKULL ETC, A+B",1
"TAIL OF 16+/- CAUDALS, DECAYED",1
"TAIL & OPERCULUM, A+B",1
"TAIL PARTIAL, LARGE, NC",1
"TAIL & POSTERIOR PART OF BODY",1
"TAIL & POSTERIOR VERTEBRAE",1
"TAIL SPINE",1
"Tail vertebra",1
"Talon frags",1
"TALONID ?",1
"TALONID FRAG",1
"talonid fragment",1
"TALONID L /M",1
"TALONID L M/#",1
