"index.family","reps"
"anteosauridae",1
"anthomyzidae?",1
"anthrocotheriidae",1
"apektocrinidae",1
"aphelenchoididae",1
"aphidae",1
"aphididae?",1
"apidae??",1
"apioceridae?",1
"apithanidae",1
"aplocomidae",1
"apocrinoceratidae",1
"apoidea",1
"aptandraceae",1
"aptornithidae",1
"arabellidae",1
"arachnoididae",1
"araxoporidae",1
"archaeomaenidae",1
"archaeosyconidae",1
"archelytridae",1
"archilimoniidae",1
"archimonocelididae",1
"archinacella",1
"archiretiolitidae",1
"arginbaataridae",1
"argiopidae",1
"argiopidae?",1
"argiopidae incertae sedis",1
"argissidae",1
"argyronetidae",1
"arialiaceae",1
"aristonectidae",1
"armintomyidae",1
"artedidraconidae",1
"artematopidae",1
"articidae",1
"ascaphidae",1
"ascopariidae",1
"asiopsocidae",1
"askeptosauridae",1
"asperocrinidae",1
"astegistidae",1
"asteroceratidae",1
"asterometridae",1
"astraeomorphidae",1
"astroboliidae",1
"astrocharidae",1
"astrocladiidae",1
"astrolepidae",1
"asyncritidae",1
"ateluridae",1
"atriplectididae",1
"attemsiidae",1
"aublysodontidae",1
"aucubaceae",1
"aulaceratidae",1
"aulacostephanidae",1
"aulocopleuridae",1
"auriculospongiidae",1
"auridistomidae",1
"austrobaileyaceae",1
"austrodecidae",1
"austrotriconodontidae",1
"avetheropoda",1
"avimimidae",1
"aysheaiidae",1
"azollaceae",1
"bacillidae",1
"bakevellidae",1
"banjosidae",1
"basellaceae",1
"bathyergoididae",1
"bathynellidae",1
"bathyphellidae",1
"bathysciadiidae",1
"batoidea",1
"batrachedridae",1
"baurusuchidae",1
"belastomatidae",1
"belemnitellidae",1
"belemnopsidae",1
"belinuridae",1
"belluloporidae",1
"belonoolithidae",1
"belopteriidae",1
"bennettitaceae",1
"beornidae",1
"berberidacea",1
"bereberidaceae",1
"beryichiidae",1
"blattisocidae",1
"blattulidae",1
"bokiidae",1
"bolbomyiidae",1
"bolinopsidae",1
"bolitophilidae",1
"bolttsiidae",1
"bolyeridae",1
"boniniidae",1
"bonneviellidae",1
"borboridae",1
"boreiothyrididae",1
"boridae",1
"bornellidae",1
"bostrychidae",1
"botryiopteridaceae",1
"botryosellidae",1
"bovichtidae",1
"bovidae, antilocapridae",1
"bovidae, cervidae",1
"brachydeiridae",1
"brachypsectridae",1
"brachystelechidae",1
"brachystomellidae",1
"brachyura",1
"branchiostomidae",1
"breyeriidae",1
"brittsiaceae",1
"bruchiaceae",1
"buliminide",1
"burnetiidae",1
"buskiidae",1
"buthiscorpiidae",1
"byblidaceae",1
"bythocerathidae",1
"caligonellidae",1
"callipleura",1
"callipodidae",1
"callirhipidae",1
"callodictyidae",1
"calomyscidae",1
"caloneurodea",1
"caloperygidae",1
"calophyidae",1
"calpensiidae",1
"camelid",1
"camptandriidae",1
"cancellaridae?",1
"canestriniidae",1
"canidae, felidae",1
"caprimulgidae?",1
"caprocrinidae",1
"carabidae (paussidae)",1
"carangodidae",1
"carbonitidae",1
"cardidiidae",1
"cardiomorphidae",1
"caryocaraceae",1
"caryphyllaceae",1
"catophragmidae",1
"cavolinidae",1
"celmidae",1
"celyphidae",1
"cenoceratidae",1
"cephalodiscidae",1
"cephalotrichidae",1
"cephaloziellaceae",1
"ceramoporoid",1
"ceratiocaridae",1
"ceratocombidae",1
"ceratophyllidae",1
"ceratopogonidae coccoidea",1
"ceratopsian",1
"cerciphyllaceae",1
"cercopagidae",1
"ceriidae",1
"cerococcidae",1
"cerophytidae",1
"cf. crocodilian indet.",1
"cf. cyprinidae",1
"cf. juglandaceae",1
"cf. lutjanidae",1
"cf. theaceae",1
"chaetophoraceae",1
"chaetostephanidae",1
"chamaesomatidae",1
"changlelestidae",1
"chaoboridae?",1
"charontidae",1
"cheilostomatidae",1
"cheimarrichthyidae",1
"cheirotheriidae",1
"chelonian indet.",1
"cheloniellidae",1
"chelycarapookidae",1
"cheniothyrididae",1
"chiliocyclidae",1
"chilobolbinidae",1
"chionidae",1
"chionina",1
"chirodiscidae",1
"chironomidae, female",1
"chironomoidae",1
"chitonophilidae",1
"chlamydomonadaceae",1
"chloridellidae",1
"choanoceratidae",1
"chodrodontidae",1
"chonetoidea",1
"choristeidae",1
"christianidae",1
"chromoplanidae",1
"chroococcaceae",1
"chyromyidae?",1
"cibotiaceae",1
"cicadellid",1
"cimoletidae",1
"circothecidae",1
"cistugidae",1
"cladoniaceae",1
"cladopathidae",1
"cladorchiidae",1
"clathocrinidae",1
"clathrodrilliidae",1
"clausidae",1
"cleithrolepidae",1
"cleomaceae",1
"climacospheniaceae",1
"clononcrinidae",1
"clupavidae",1
"clusiidae?",1
"clydonitidae",1
"clytemnestridae",1
"cnemidastridae",1
"coccinellidae?",1
"coceidae",1
"coelociontidae",1
"coelogorgiidae",1
"coelogynoporidae",1
"coelolepidae",1
"coelolepididae",1
"coelonellidae",1
"coenogoniaceae",1
"coleoptera",1
"colombitheriidae",1
"columbellidae?",1
"commentryidae",1
"compsemydidae",1
"compsocidae",1
"comptalutidae",1
"conchopomidae",1
"conocephalaceae",1
"conoesucidae",1
"cooperellidae",1
"corbulidae?",1
"corellidae",1
"corixidae?",1
"cornuboniscidae",1
"cornulariidae",1
"corralinaceae",1
"corynetidae",1
"coscinopleuridae",1
"crassigyrinidae",1
"crenellidae",1
"crispatellidae",1
"cryptogeobiidae",1
"cryptognathidae",1
"ctenodontida",1
"cunaxidae",1
"cuneocytheridae",1
"curtonotidae?",1
"cyanophyaceae",1
"cyanthopsidae",1
"cyclocyathellidae",1
"cylicobdellidae",1
"cymatosauridae",1
"cymbaloporettidae",1
"cyphoderidae",1
"cyrtoclymeniidae",1
"cyrtodontida",1
"cyrtophyllidae",1
"cyrtospiriferinidae",1
"cystiphyllidae?",1
"cystocloniaceae",1
"cystoseiraceae",1
"cytherissinellidae",1
"dairellidae",1
"dajidae",1
"dalitidae",1
"dalpiazinidae",1
"dasycladales",1
"datiscaceae",1
"datnioididae",1
"decastidae",1
"deinocheiridae",1
"deinosuchidae",1
"deionidae",1
"deltoceratidae",1
"demopteridae",1
"dendrophyllidae",1
"dendrotionidae",1
"denticipitidae",1
"depanosauridae",1
"dermanyssidae",1
"dermationidae",1
"dermelytridae",1
"dermosmiliidae",1
"desmanthidae",1
"desmidoporidae",1
"desmodoridae",1
"dianulitidae",1
"diapensiaceae",1
"diastatidae",1
"dicamptodontidae",1
"dicellopygidae",1
"dichelesthiidae",1
"dichocrininae",1
"dickinsonidae",1
"dicrocynodontidae",1
"dictyoceae",1
"dictyoclastidae",1
"dictyoconus indicus",1
"dictyoneidaceae",1
"dictyoneuridae",1
"didelphiidae incertae sedis",1
"didiereaceae",1
"diffingiidae",1
"digamasellidae",1
"dilaridae?",1
"dinolestidae",1
"dionchidae",1
"diploaspididae",1
"diploceratidae",1
"diplodoselchidae",1
"diplogastridae",1
"diplopeltidae",1
"diploselachidae",1
"diploxylaceae",1
"diposthidae",1
"dipsocoridae?",1
"disateridae",1
"discinocarididae",1
"discocelididae",1
"discocotylidae",1
"discocystinidae",1
"discolomatidae",1
"discospirinidae",1
"dissorhophidae",1
"doleserpetontidae",1
"dolichomacrostomidae",1
"dolichophonidae",1
"dolichpodidae",1
"doliolidae",1
"donacidae or solecurtidae",1
"donaciidae",1
"dordrechtitaceae",1
"doridomorphidae",1
"dorsetisauridae",1
"drepanaspididae",1
"drilonematidae",1
"drosophyllaceae",1
"durahmindae",1
"dviniidae",1
"dvinosauridae",1
"dysagrionidae",1
"ebriaceae",1
"echinothuridae",1
"ecnomidae",1
"ectocentritidae",1
"eiffellithaceae",1
"eimeriidae",1
"electrococcidae",1
"elektraphididae",1
"elkaniidae?",1
"elmoboriidae",1
"elpistostegidae",1
"elytroneuridae",1
"emesidae",1
"endamplexidae",1
"endecatomidae",1
"endoceratoidea",1
"enicocephalidae",1
"entopylaceae",1
"eocarcinidae",1
"eogruidae",1
"eolestidae",1
"eomeropidae",1
"eomyiidae",1
"eophlebomyiidae",1
"eoptychopteridae",1
"eosimiidae",1
"eospermataceae",1
"eospilopteronidae",1
"eostaffellidae",1
"eotrigonodontidae",1
"ephalmatoridae",1
"epidermoptidae",1
"epimeniidae",1
"eponinidae",1
"eratoidae",1
"erennidae",1
"ergasilidae",1
"eriocaulaceae",1
"eriosomatidae",1
"eriptychidae",1
"ernanodontidae",1
"erythracaridae",1
"erythraeidea",1
"erythrosuchidae",1
"erythroxylaceae",1
"esperiopsidae",1
"estemmenosuchidae",1
"ethmocoscinidae",1
"ethmocyathidae",1
"ethmodiscaceae",1
"eubaenidae",1
"eucalanidae",1
"euchloridae",1
"eucladiidae",1
"eudesicrinidae",1
"eugaleaspididae",1
"eulichadidae",1
"eunemopsidae",1
"eunotiaceae",1
"eunotosauridae",1
"euorthisinidae",1
"eupleuroceratidae",1
"euprimates",1
"euprimitiidae",1
"eurycopidae",1
"eurystethidae",1
"eustenocrinidae",1
"euthyplociidae",1
"euthyrisellidae",1
"eutimidae",1
"euxestidae",1
"evaniidae?",1
"exxidae",1
"fabiaceae",1
"fagaceace",1
"fasciculidae",1
"fasciculithaceae",1
"ferugliotheriidae",1
"filariidae",1
"filaroididae",1
"fimbriiidae",1
"forskaliidae",1
"frankeniaceae",1
"fransuasaecyathidae",1
"fritillariidae",1
"fulgorididae",1
"gabuciniidae",1
"gasteroconidae",1
"geisinidae",1
"gelasopteridae",1
"gelastocoridae",1
"gelidiaceae",1
"gemmellaroiidae",1
"gemmelleroiidae",1
"gemuendenaspidae",1
"genostomatidae",1
"georyssidae",1
"gephyrothuriidae",1
"gerdesiidae",1
"gerridae?",1
"giganthorhynchidae",1
"gigantocapulidae",1
"gigantopteroideae",1
"gingkoaceae",1
"girtycoeliidae",1
"glaucidae",1
"?gleicheniaceae",1
"globuligerinidae",1
"glypptocrinidae",1
"glyptocrinus",1
"gnathanacanthidae",1
"gnathiidae",1
"gnetopsidaceae",1
"gnomoniaceae",1
"gobiomyidae",1
"golovatchiidae",1
"gomortegaceae",1
"gondwanatheriidae",1
"goniasmidae",1
"goniopygidae",1
"gonoplacidae",1
"gosibiidae",1
"goupiaceae",1
"grapsidae?",1
"grimmiaceae",1
"gripopterygidae",1
"grippiidae",1
"groenlandaspidae",1
"gromiidae",1
"guasiniidae",1
"guitarridae",1
"guttiferae",1
"gymnoascaceae",1
"gyponidae",1
"hadentomidae",1
"hadoniidae",1
"hadziidae",1
"haematopinidae",1
"halcyornithidae",1
"halictophagidae",1
"halipegidae",1
"halitheriidae",1
"halkieriidae",1
"halkieriidae?",1
"haplocrinidae",1
"haplocytheridae",1
"haplopharyngidae",1
"haplotaxidae",1
"harpagodidae",1
"harpotothyrididae",1
"hasstilesiidae",1
"hatschekiidae",1
"hauerinidiae",1
"hebetoceratidae",1
"hedylopsidae",1
"helcionelloidea",1
"helicoprionidae",1
"heligmonellidae",1
"heliodomidae",1
"heliolitidae?",1
"helminthochitonidae",1
"helminthoglypidae",1
"heloeciidae",1
"heloridae",1
"hemiauchenia",1
"hemicyclaspididae",1
"hemieridotrypidae",1
"hemiscorpiidae",1
"hercolepadidae",1
"hermaeidae",1
"heronimidae",1
"hetairacyathidae",1
"heterocoeniidae",1
"heterocystitidae",1
"heteronemiidae",1
"heterophlebiidae",1
"heterophylliidae",1
"heteroptilidae",1
"heterotarbidae",1
"heterozerconidae",1
"heterozetidae",1
"hexalonchidae",1
"hexanauplia",1
"hilarimorphidae?",1
"himantoceratidae",1
"hipposauridae",1
"hippuridaceae",1
"histiostomatidae",1
"hofsteniidae",1
"holasterellidae",1
"holopediidae",1
"holothyridae",1
"homacodontidae",1
"homalocephalidae",1
"homalocrinidae",1
"homoceratidae",1
"homotomidae",1
"hoploplanidae",1
"horusornithidae",1
"hupehsuchidae",1
"huttoniidae",1
"hyattidinidae",1
"hydrocharitacea",1
"hydrodromidae",1
"hydroleaceae",1
"hydromedusae",1
"hydroscaphidae",1
"hypertraguloidea indet.",1
"hypocoliidae",1
"hypodermatidae",1
"hypoptychidae",1
"hypothyrididae",1
"hypsibiidae",1
"hypsidoridae",1
"hypsomyoniidae",1
"hysidoridae",1
"iberomesornithidae",1
"icacinaceae?",1
"icanotiidae",1
"icaronycteridae",1
"ideliidae",1
"idiosepiidae",1
"idiotubidae",1
"imbrexiidae",1
"indet a",1
"indet b",1
"indeterminant",1
"intoceratidae",1
"isospiridae",1
"ithonidae",1
"jeholodentidae",1
"kallidecthidae",1
"kalligrammatidae",1
"karauridae",1
"karkeniaceae",1
"karoceratidae",1
"karschiidae",1
"kasibelinuridae",1
"keiloritidae",1
"keramosphaeridae",1
"kiaeraspididae",1
"kickxellaceae",1
"kirengellidae",1
"kourerpetidae",1
"kreischeriidae",1
"labiostomellidae",1
"labradorocoleidae",1
"lacistorhynchidae",1
"ladogiidae",1
"laelaptidae",1
"lafystiidae",1
"lagenochitinidae",1
"lagerpetonidae",1
"lamiacae",1
"laminariaceae",1
"lampeidae",1
"lanthanosuchidae",1
"lanuginellidae",1
"larcacidae",1
"larcaridae",1
"lardoglyphidae",1
"lasiocamidae",1
"lasiodiscidae",1
"lasiopygidae",1
"latomeandridae",1
"latrunculiidae",1
"laubellidae",1
"lecithoceridae",1
"lecythocaridae",1
"leilasteridae",1
"lejeuneaceae",1
"lemnaceae",1
"lenacanthidae",1
"lepidobotryaceae",1
"lepidomysidae",1
"lepidosigillariaceae",1
"lepidotidae",1
"lepismatidae",1
"lepisostiedae",1
"leptaenoideidae",1
"leptanthuridae",1
"leptellindae",1
"lepterpetontidae",1
"leptidae",1
"leptobrachiidae",1
"leptochariidae",1
"leptocleididae",1
"leptopodidae",1
"leptopterygiidae",1
"leucopsacidae",1
"liareidae",1
"liebstadiidae",1
"limposidae",1
"limuloididae",1
"lingulellotretidae",1
"liponematidae",1
"liposcelidae?",1
"lissoceratidae",1
"lisssatrypidae",1
"litheliidae",1
"lithistidae",1
"liviidae",1
"liwiidae",1
"lobatocerebridae",1
"\lophionotidae\",1
"lophophyllidae?",1
"lophopidae",1
"lophopidae?",1
"loxommatidae",1
"loxsomataceae",1
"lucinidae?",1
"lunulariaceae",1
"lutrochidae",1
"lycaeidae",1
"lychosuchidae",1
"lycopodiopsidaceae",1
"lycoriidae",1
"lyctidae",1
"lyedriidae",1
"lygistorrhinidae",1
"lygobiidae",1
"lymexylidae",1
"lymexylonidae",1
"lytoniidae",1
"macgowaniidae",1
"machaerotidae",1
"machilidae",1
"macouridae",1
"macrohectopidae",1
"macroscaphidae",1
"macrosternodesmidae",1
"macrotricidae",1
"macrtidae",1
"mactridae?",1
"madtsoiidae",1
"malachidae",1
"malaconothridae",1
"maotianshaniidae",1
"marcgraviaceae",1
"marginulinidae",1
"mastigophorophyllidae",1
"mastogloiaceae",1
"mastosiidae",1
"mawsonitaceae",1
"maylisoriidae",1
"mcmurdodontidae",1
"mecynoceridae",1
"meekospiridae",1
"megachilidae?",1
"megalomastomatidae",1
"megalomoidea",1
"megalyridae",1
"megamerinidae",1
"megapodidae",1
"megelytridae",1
"megisthanidae",1
"meinertellidae",1
"meretricinae",1
"mesopsocidae",1
"mesopsychidae",1
"mesosetidae",1
"mesoveliidae",1
"metacoscinidae",1
"metadixididae",1
"metapseudidae",1
"metropatoridae",1
"microconodontidae",1
"microparasellidae",1
"micropeltidaceae",1
"micropezidae?",1
"microphoridae",1
"misodendraceae",1
"mississaepiidae",1
"mithrodiidae",1
"mitsikurinidae",1
"molgulidae",1
"monaxinoididae",1
"mordaciidae",1
"mourellinidae",1
"muirwoodellidae",1
"multisoleniidae?",1
"muraenolepididae",1
"muriceidae",1
"myacidae",1
"myalinidae?",1
"mycophyllidae",1
"myledaphus bipartitus",1
"myliobatinae",1
"myophiomyidae",1
"myopholadidae",1
"myrtaceae  myrtace",1
"mysidiellidae",1
"myxophyceae",1
"najadaceae",1
"nanhsiungchelyidae",1
"nannorhynchididae",1
"nanorthidae",1
"nauricorid",1
"nebaliopsididae",1
"nectocarididae",1
"nectriaceae",1
"nehypochthoniidae",1
"nematoplanidae",1
"neobalaenidae",1
"neocytherideididae",1
"neoechinorhynchidae",1
"neophyllobiidae",1
"neotrombidiidae",1
"neridomidae",1
"nertitidae",1
"netastoma",1
"niorhynicidae",1
"noasauridae",1
"nomismoceratidae",1
"notaspididae",1
"notidanidae",1
"notodelphyidae",1
"nototanaidae",1
"nucinellidae",1
"nuculanidiae",1
"nycteroleteridae",1
"nyctiphruretidae",1
"nyctocrinidae",1
"octopicolidae",1
"octopoteuthidae",1
"odiniidae?",1
"odobenocetopsidae",1
"oedipodidae",1
"oedischiidae",1
"oepikellidae",1
"oestocephaliade",1
"olcostephanitidae",1
"oldfieldthomasiidae",1
"oligembiidae",1
"oligopleuridae",1
"olivellidae?",1
"ommatidae",1
"onychognathiidae",1
"oosterellidae",1
"opesiulidae",1
"opetiidae",1
"ophichthyidae",1
"ophiraphiditidae",1
"ophthalmididae",1
"opilionidae",1
"opiliotarbidae",1
"opisthorchiidae",1
"opisthotrematidae",1
"opsiocrinidae",1
"orbiculiformidae",1
"orbitestellidae",1
"ornithomimipodidae",1
"ortheziidae",1
"orthidae?",1
"orthophlebiidae",1
"orthotomidae",1
"ostreidea",1
"ostreobiaceae",1
"otoconchidae",1
"otoplanidae",1
"ovulasteridae",1
"oxycephalidae",1
"pachycephaloasuridae",1
"pachyophiidae",1
"paeromopodidae",1
"palaeanodontidae",1
"palaeoaplysinidae",1
"palaeoblattariae",1
"palaeoctopodidae",1
"palaeodictyopteridae",1
"palaeolimnadiopseidae",1
"palaeomastodontidae",1
"palaeonemouridae",1
"palaeopantopodidae",1
"palaeopeltidae",1
"palaeopemphidae",1
"palaeoperlidae",1
"palaeophyllitidae",1
"palaeoscorpiidae",1
"palaeosmiliidae",1
"palaeostromatidae",1
"palaferellidae",1
"paleoblattidae",1
"paleomeridae",1
"paleomerycidae",1
"paleoryctidae",1
"paleozygopleuridae",1
"palissyaceae",1
"pallaseidae",1
"pallopteridae?",1
"panartidae",1
"pandanaceae�",1
"pantanelliidae",1
"panxiosteidae",1
"paoliidae",1
"pappotheridae",1
"papyriaspididae",1
"paracalanidae",1
"paracucumidae",1
"paracyllidae",1
"paracyprididae",1
"paraisobuthidae",1
"paralcyoniidae",1
"paralligatoridae",1
"paralogidae",1
"paramegistidae",1
"paramphistomidae",1
"paranthuridae",1
"parascylliidae",1
"parasitica ceratopogonidae",1
"paratanaidae",1
"parazoanthidae",1
"parisididae",1
"patagopterygidae",1
"patriocetidae",1
"pauropodidae",1
"pediculidae",1
"pedilidae",1
"peirosauridae",1
"peltopleuridae",1
"pelycidiidae",1
"pentacrinidae",1
"pentapalaeopycnonidae",1
"pentaphragmataceae",1
"pephricarididae",1
"perciliidae",1
"perientomidae",1
"periodontidae",1
"permithonidae",1
"permoneuridae",1
"perophoridae",1
"perothopidae",1
"perprimitidae",1
"pertusariaceae",1
"peterocomidae",1
"petraliidae",1
"petricolina",1
"petriellaceae",1
"phalangiotarbidae",1
"phialellidae",1
"philydraceae",1
"phlegothontidae",1
"phlycticeratidae",1
"pholadidae?",1
"pholidichthyidae",1
"phororhachidae",1
"phylliroidae",1
"phyllopidae",1
"phyloblattidae",1
"phymatidae",1
"physetocarididae",1
"physoglenidae",1
"picrodendraceae",1
"pilikpildridae",1
"pinnotheriidae",1
"pinnulariacea",1
"pipestonemyidae",1
"pirasocrinidae?",1
"pirimelidae",1
"pisanianuridae",1
"pisaniidae",1
"pisocinidae",1
"placideidae",1
"placocystitidae",1
"placohelyidae",1
"plagiosauridae",1
"planulidae",1
"platanaceae?",1
"platoridae",1
"platyischnopidae",1
"platyrhinidae",1
"pleciofungivoridae",1
"plectocretacicidae",1
"plectorecurvoididae",1
"plehniidae",1
"plesiasteridae",1
"plesiolampadidae",1
"plesioteuthididae",1
"pleuracanthidae",1
"plicatocrinidae",1
"plourdosteidae",1
"plumuliniidae",1
"pluvianellidae",1
"pneumocoptidae",1
"podocampidae",1
"podocinidae",1
"poikilosakidae",1
"polacanthidae",1
"polemoniavceae",1
"polyartemiidae",1
"polychaete",1
"polycreagridae",1
"polycystidae",1
"polygordiidae",1
"polymitarcidae",1
"polypeltidae",1
"polyphaga",1
"polyphagidae",1
"polyporaceae",1
"polystomellaceae",1
"pomatiasiidae",1
"pompillidae",1
"pontidae",1
"pontogammaridae",1
"porospongiidae",1
"posidoniaceae",1
"potamogetaceae",1
"potamolepidae",1
"poteriorcrinitidae",1
"poupiniidae",1
"praeglyphioceratidae",1
"prestosuchidae",1
"prioniodinidae",1
"procercopidae",1
"procerodidae",1
"procynosuchidae",1
"prolacertidae",1
"promesostomidae",1
"proneomeniidae",1
"propaleotheriidae",1
"proparagryllacrididae",1
"prosbolopseidae",1
"prosechamyiidae",1
"proserpinellidae",1
"proterochersidae",1
"protiaridae",1
"protocarididae",1
"protochitonidae",1
"protoconchoididae",1
"protodrilidae",1
"protomonotresidae",1
"protomyrmeleontidae",1
"protopelagonemertidae",1
"protopsyllidiidae",1
"protosquillidae",1
"protothyrididae",1
"prygidae",1
"pselaphidae?",1
"pseudaliidae",1
"pseudoarctolepidae",1
"pseudobeaconiidae",1
"pseudocarchariidae",1
"pseudocumatidae",1
"pseudolabechiidae",1
"pseudomorphs",1
"pseudostomidae",1
"psilidae?",1
"psoraceae",1
"psoropteridae",1
"psychodidae?",1
"pteraichnidae",1
"ptericomidae",1
"pterobryaceae",1
"pterocardiidae",1
"pterocomidae",1
"pteroeididae",1
"pterygosomidae",1
"ptilichthyidae",1
"ptiliidae?",1
"ptilodactylidae?",1
"ptychogastriidae",1
"ptychopteridae?",1
"pulsiidae",1
"pupullidae",1
"pycnophyidae",1
"pyroglyphidae",1
"pyropsidae",1
"quasimullidae",1
"radiotrabeculoporidae",1
"ramseyocrinidae",1
"randiellidae",1
"ranellidae?",1
"rangeroceratidae",1
"raninidae gen. et sp. indet.",1
"raphistomatidae?",1
"raptor pellet",1
"receptaculidae",1
"reduviidae?",1
"reigitheriidae",1
"reineckeidae",1
"restionaceaea",1
"retiporidae",1
"reusselidae",1
"reussellinae",1
"rhabdopleuridae",1
"rhactorthidae",1
"rhamphastidae",1
"rhaphidiopsidae",1
"rhinobatoidae",1
"rhinobatoidea",1
"rhinocerotoid indet.",1
"rhinophoridae",1
"rhizocarpaceae",1
"rhizophidiaceae",1
"rhyacichthyidae",1
"rhynchonellata",1
"rhynchonellida",1
"richardsonellidae",1
"robuloididae",1
"rubidgeidae",1
"ruessellidae",1
"rutilariaceae",1
"sacabambaspidae",1
"saccospongiidae",1
"sagenocrinidaduplicate",1
"sairocarididae",1
"salebridae",1
"salicacea",1
"saltasauridae",1
"salvadoraceae",1
"santhonychidae",1
"sapphicorhynchidae",1
"sapygidae",1
"sarsiadae",1
"saxifragefolium",1
"scalibregmidae",1
"scaraeidae",1
"schizeaceae",1
"schizoblattidae",1
"schizopteridae",1
"schoepfiaceae",1
"scleropactidae",1
"scolebythidae",1
"scolioraphididae",1
"scolopacidae?",1
"scolopacidae, recurvirostridae",1
"scoloplacidae",1
"scutariellidae",1
"scutelleridae?",1
"sedowichthiidae",1
"selenosteidae",1
"sellardsicrinidae",1
"semantidae",1
"semiceidae",1
"semicosciniidae",1
"sepiadariidae",1
"setellidae",1
"sethopiliidae",1
"shuotheriidae",1
"sicinidae",1
"sieblosiidae",1
"sigillariae",1
"signiphoridae??",1
"silostomellidae",1
"simiidae",1
"sinamiidae",1
"sinucostidae",1
"siricidae",1
"sivaladapidae",1
"smicripidae",1
"soanitidae",1
"solanderiidae",1
"solenaporaceae",1
"soricadae",1
"sotoplacidae",1
"spanilidae",1
"sparganophilidae",1
"specidae",1
"sphaeritidae",1
"sphaeriusidae",1
"sphaerocoeliidae",1
"sphaerocorynidae",1
"sphaeroformidae",1
"sphaeronitida",1
"sphaeropsocidae",1
"sphenopidae",1
"spherocrinidae",1
"sphingiidae",1
"sphyranuridae",1
"spiloblattidae",1
"spiroplectammininae",1
"spirorbidae",1
"spirorchiidae",1
"spongiostroma",1
"sponguridae",1
"squilidae",1
"srokalarvidae",1
"sryingocnemidae",1
"staurikosauridae",1
"staurosphaeridae",1
"stelechocladiidae",1
"steleopteridae",1
"stelidiocrinus",1
"stelligeridae",1
"stenonasteridae",1
"stephanoceriidae",1
"stephanomiidae",1
"stigmaeidae",1
"stigmaphronidae",1
"stigmatoechidae",1
"stixaceae",1
"stoermeroscorpionidae",1
"stokesosauridae",1
